iter	MultiClass
138	1.249363643
139	1.246080616
140	1.241631572
141	1.238095042
142	1.234831624
143	1.229893414
144	1.226348205
145	1.222889374
146	1.217374117
147	1.213607457
148	1.208721221
149	1.205121961
150	1.20169167
151	1.197473351
152	1.195337358
153	1.191163475
154	1.187930275
155	1.185908807
156	1.181066347
157	1.177844242
158	1.175295481
159	1.170971104
160	1.168865308
161	1.164681342
162	1.161405967
163	1.158189103
164	1.156478273
165	1.149204135
166	1.145589791
167	1.141182983
168	1.139165304
169	1.134386516
170	1.130269895
171	1.125348251
172	1.121606722
173	1.118667004
174	1.114590275
175	1.111636727
176	1.106849778
177	1.102842639
178	1.100366315
179	1.096223875
180	1.093045061
181	1.087388474
182	1.085186698
183	1.0830066
184	1.079498955
185	1.076051349
186	1.072526815
187	1.069675228
188	1.067120826
189	1.065356782
190	1.060864769
191	1.057186285
192	1.052407881
193	1.049166702
194	1.046588145
195	1.04162848
196	1.03578722
197	1.032612988
198	1.029135012
199	1.026618066
200	1.02275591
201	1.018611386
202	1.015582169
203	1.013446071
204	1.011190064
205	1.008759159
206	1.006130176
207	1.003393648
208	1.000358916
209	0.9969972722
210	0.9949713968
211	0.9918246555
212	0.9893944903
213	0.9854519816
214	0.984113404
215	0.9824235273
216	0.9781729993
217	0.9745263121
218	0.9715920367
219	0.9695804101
220	0.9666799796
221	0.9644471961
222	0.9604329225
223	0.9583694572
224	0.9577107156
225	0.9561197824
226	0.9536950055
227	0.9523074121
228	0.9488869845
229	0.9463243404
230	0.9445171065
231	0.9420077243
232	0.9379885469
233	0.9344919892
234	0.9333186514
235	0.930722759
236	0.9291454358
237	0.9274905967
238	0.9248233225
239	0.9218868826
240	0.9191115268
241	0.9158802402
242	0.9136550921
243	0.9116783064
244	0.909921948
245	0.9091827411
246	0.905993694
247	0.9020032768
248	0.8995969906
249	0.8975362434
250	0.8955059064
251	0.8946321825
252	0.8927157423
253	0.8889763119
254	0.8872579598
255	0.8851001456
256	0.8813487215
257	0.8785364894
258	0.8760410281
259	0.8725668121
260	0.869055778
261	0.8672004218
262	0.866593
263	0.8654715432
264	0.8647081996
265	0.8632339166
266	0.8614761623
267	0.8586876052
268	0.8554220864
269	0.8534185098
270	0.8514259189
271	0.8476447522
272	0.8447924396
273	0.8433472609
274	0.8420061998
275	0.8395738237
276	0.8373596104
277	0.8355210392
278	0.83400291
279	0.8302345665
280	0.8276374452
281	0.8270044601
282	0.8249746635
283	0.8220604914
284	0.8194082672
285	0.8180645271
286	0.8162581883
287	0.8138170484
288	0.8123388885
289	0.8099271795
290	0.8086110495
291	0.8068377622
292	0.8041799978
293	0.8025260343
294	0.8008256786
295	0.7991251991
296	0.7978800269
297	0.7961973912
298	0.7938589899
299	0.7914702573
300	0.790025881
301	0.7870248407
302	0.7859201789
303	0.7840827911
304	0.7824501739
305	0.7792982708
306	0.7773049237
307	0.7747739473
308	0.7722764637
309	0.769443446
310	0.7680367784
311	0.766421114
312	0.7656587554
313	0.7628758217
314	0.7607361576
315	0.7594631735
316	0.7572185862
317	0.7553412927
318	0.7531680051
319	0.7505864577
320	0.7494713689
321	0.7472830095
322	0.744523452
323	0.7426892098
324	0.7412890097
325	0.7400477898
326	0.7392570464
327	0.7384636022
328	0.7363232354
329	0.7342201841
330	0.7326108203
331	0.7313900728
332	0.7301981361
333	0.7291655755
334	0.7278753313
335	0.7258916587
336	0.7239616732
337	0.7211066055
338	0.7192356928
339	0.7174954122
340	0.7144380723
341	0.7131743538
342	0.7110374173
343	0.7097049144
344	0.7083322016
345	0.7059938559
346	0.7028491279
347	0.7008407242
348	0.6990646384
349	0.6972114011
350	0.6952452878
351	0.6940507846
352	0.6928875718
353	0.6921910538
354	0.6902102485
355	0.6894324288
356	0.6873380167
357	0.6854780645
358	0.6829477659
359	0.6813301978
360	0.6797152384
361	0.6772211461
362	0.6754618164
363	0.6729111886
364	0.6719367047
365	0.66967318
366	0.6679579275
367	0.665645912
368	0.6637018892
369	0.6628109525
370	0.6615195476
371	0.6602263043
372	0.6591039499
373	0.6579625791
374	0.65676393
375	0.6551976351
376	0.6543119765
377	0.6527660893
378	0.651006842
379	0.6495206619
380	0.6471422665
381	0.6448552167
382	0.6430973759
383	0.6418752853
384	0.6415669836
385	0.6403709207
386	0.6392845533
387	0.637423123
388	0.6364782163
389	0.6355494317
390	0.6344024137
391	0.632908523
392	0.6308106481
393	0.6299584195
394	0.6279127416
395	0.6264433096
396	0.6258052129
397	0.6241499839
398	0.622394423
399	0.6215524406
400	0.6209599347
401	0.6191669824
402	0.6174126881
403	0.6166016749
404	0.615428371
405	0.613717697
406	0.6130250118
407	0.6113792213
408	0.6103785096
409	0.6089301762
410	0.6071587571
411	0.6060190335
412	0.6041514629
413	0.6022456156
414	0.6009720388
415	0.599222355
416	0.5980451254
417	0.5963116306
418	0.5949031965
419	0.5934641361
420	0.5927635711
421	0.5912926871
422	0.5901913085
423	0.5883199698
424	0.5872759782
425	0.5860274744
426	0.5853016822
427	0.5839994728
428	0.5830115143
429	0.5812778933
430	0.5803364364
431	0.5793042109
432	0.5778985124
433	0.5770468077
434	0.5757438551
435	0.5747931233
436	0.573082785
437	0.5716139471
438	0.5703098905
439	0.5695631895
440	0.568702785
441	0.5672291718
442	0.5656848418
443	0.5647934241
444	0.5630994991
445	0.5614794791
446	0.559844245
447	0.5585396453
448	0.5577189976
449	0.5563461618
450	0.5556697896
451	0.5548868684
452	0.5525389959
453	0.5514136495
454	0.5496931118
455	0.5484712179
456	0.546695777
457	0.5458918841
458	0.5453802273
459	0.5445810921
460	0.5437798418
461	0.5427096834
462	0.5414590772
463	0.5401569358
464	0.5384105251
465	0.5377396269
466	0.5369592647
467	0.535789208
468	0.5351948981
469	0.5345435786
470	0.5335148246
471	0.5321363592
472	0.5311500392
473	0.5293264998
474	0.5284297187
475	0.5275250267
476	0.5264270242
477	0.5248254035
478	0.5240323662
479	0.5227161517
480	0.5212583885
481	0.5203011322
482	0.5195368079
483	0.5185813495
484	0.5177786769
485	0.5165189548
486	0.5151051627
487	0.5139525962
488	0.5119528455
489	0.5107030537
490	0.5097250263
491	0.5085745495
492	0.5075053128
493	0.5062372084
494	0.5053918593
495	0.5038276963
496	0.5030610258
497	0.5022133863
498	0.5013081285
499	0.5005644404
500	0.4994606475
501	0.4984929885
502	0.4975021868
503	0.4960397134
504	0.494970598
505	0.4941699928
506	0.4933882344
507	0.4927433568
508	0.4917011428
509	0.4911330104
510	0.4899232841
511	0.4891162675
512	0.4881003753
513	0.4869743011
514	0.4862270459
515	0.485339936
516	0.4847516353
517	0.4843597558
518	0.4835641589
519	0.4826463756
520	0.481934684
521	0.4807312764
522	0.4799214701
523	0.4789017853
524	0.4770289233
525	0.4766136575
526	0.4755853904
527	0.474188264
528	0.472383495
529	0.4714574591
530	0.4701298825
531	0.4685026142
532	0.4677961011
533	0.4671881745
534	0.4659527916
535	0.4652993383
536	0.464012588
537	0.4630504449
538	0.4627795343
539	0.4621055452
540	0.4600472233
541	0.4594887093
542	0.4588767392
543	0.4571785686
544	0.4554384243
545	0.4547499795
546	0.4543697604
547	0.4537134049
548	0.4530970928
549	0.4519850245
550	0.4505565672
551	0.4497607011
552	0.4494181721
553	0.4483742624
554	0.4478829968
555	0.4470912777
556	0.446011203
557	0.4449884002
558	0.4437249664
559	0.4422260775
560	0.4416882363
561	0.44099098
562	0.440207333
563	0.4390843158
564	0.4385589337
565	0.4382382506
566	0.437317406
567	0.4363770775
568	0.4354863447
569	0.4351310097
570	0.4338778149
571	0.4333388933
572	0.4325951386
573	0.4322897064
574	0.4309303322
575	0.4300233378
576	0.429044425
577	0.428064354
578	0.4271536105
579	0.4260026893
580	0.4253654375
581	0.424496404
582	0.4240935293
583	0.4235519248
584	0.4230028209
585	0.4224060798
586	0.4219406152
587	0.4213991207
588	0.4210794919
589	0.4206826826
590	0.4201324496
591	0.4196660823
592	0.4185354156
593	0.4176749281
594	0.4168597395
595	0.4163134112
596	0.4157185308
597	0.4148475659
598	0.4143045156
599	0.4132934071
600	0.4129146038
601	0.4119624587
602	0.4106738778
603	0.4096247096
604	0.409177409
605	0.4080382448
606	0.4071476536
607	0.4061664934
608	0.4052007733
609	0.4046422199
610	0.404215348
611	0.4034503077
612	0.402351493
613	0.4010536013
614	0.4004254896
615	0.3998631617
616	0.3994833189
617	0.3986902222
618	0.3983098035
619	0.3977407485
620	0.3970072193
621	0.395722592
622	0.3947822625
623	0.3936737786
624	0.3927165834
625	0.3919529908
626	0.3909123653
627	0.3900060917
628	0.388984242
629	0.3882263222
630	0.3877443691
631	0.3869310697
632	0.3863658961
633	0.385976388
634	0.3852834229
635	0.3845884856
636	0.3836657127
637	0.3833757186
638	0.3827679416
639	0.3823442499
640	0.3815214925
641	0.380772429
642	0.3801138369
643	0.3791722027
644	0.3787477615
645	0.3780811551
646	0.3771363824
647	0.3762973637
648	0.3757649324
649	0.3753048935
650	0.3744351608
651	0.3739569116
652	0.3732352785
653	0.3723717896
654	0.3716848864
655	0.3707524389
656	0.3699499652
657	0.3693311143
658	0.3690301107
659	0.3684030844
660	0.3681351244
661	0.3676578319
662	0.3667638133
663	0.3660609196
664	0.3653719352
665	0.3644582509
666	0.3640363812
667	0.3637219503
668	0.3633380877
669	0.3625890743
670	0.3618654358
671	0.3613171096
672	0.3608079536
673	0.3599429575
674	0.3593423408
675	0.3587716124
676	0.3584280869
677	0.3579999902
678	0.3572768535
679	0.3564305196
680	0.3560052459
681	0.3557399707
682	0.3552444593
683	0.3549786653
684	0.3543053264
685	0.3535985236
686	0.3530773057
687	0.3523945714
688	0.3519995029
689	0.3515191108
690	0.3512578559
691	0.3507566706
692	0.3500804447
693	0.3495164216
694	0.3491445228
695	0.3484964824
696	0.3480533468
697	0.3473549706
698	0.3468295923
699	0.3464856198
700	0.3461192918
701	0.3452807934
702	0.3447840636
703	0.3439773639
704	0.3432216713
705	0.3429842979
706	0.3423004733
707	0.3416213994
708	0.3412208767
709	0.340667387
710	0.3402217594
711	0.3397108556
712	0.3392629997
713	0.3386687121
714	0.3381253908
715	0.3378407525
716	0.3374071596
717	0.3364487379
718	0.3353886845
719	0.3347108773
720	0.3339375547
721	0.3331706681
722	0.3328284233
723	0.3323585195
724	0.3316583109
725	0.3312275164
726	0.3307580543
727	0.330216732
728	0.3295412161
729	0.3292699842
730	0.3290656322
731	0.3286029987
732	0.3281088157
733	0.3273544534
734	0.326464906
735	0.3261981625
736	0.3258859287
737	0.3256856749
738	0.3250065688
739	0.3246125787
740	0.3239826194
741	0.3232745544
742	0.3228064967
743	0.3220226788
744	0.3212930903
745	0.3209138722
746	0.3205518468
747	0.3202518161
748	0.3199888299
749	0.3192338239
750	0.318551022
751	0.3183119188
752	0.3178323769
753	0.317296534
754	0.3170195627
755	0.3165475517
756	0.3160096415
757	0.315562973
758	0.3150755006
759	0.3144271163
760	0.3138879239
761	0.313311642
762	0.3127184555
763	0.3124499865
764	0.3122152144
765	0.3117969513
766	0.3114553962
767	0.3108163474
768	0.3102889684
769	0.3099187659
770	0.3094147369
771	0.3091757716
772	0.3087582711
773	0.3083165085
774	0.3081489967
775	0.3076374286
776	0.3071477256
777	0.3066217105
778	0.3059926981
779	0.3052872415
780	0.3051974958
781	0.3043769179
782	0.3039850967
783	0.3032816757
784	0.3029148885
785	0.3023567198
786	0.3019036471
787	0.3015261471
788	0.3010314914
789	0.3005027198
790	0.3000838053
791	0.2998552583
792	0.2994213995
793	0.2990302852
794	0.2987412221
795	0.298250582
796	0.2981508928
797	0.2977112093
798	0.2972298629
799	0.2969115155
800	0.2964157884
801	0.2956965857
802	0.295210764
803	0.294569072
804	0.2941001048
805	0.293456752
806	0.2929670411
807	0.2925001841
808	0.2919790244
809	0.2913372365
810	0.2908689139
811	0.2906269568
812	0.290208244
813	0.2896138321
814	0.2890822172
815	0.288516703
816	0.2878891308
817	0.2873180225
818	0.2867487179
819	0.286353385
820	0.2857855197
821	0.2855181159
822	0.2848764457
823	0.284445705
824	0.2839005748
825	0.2832954286
826	0.2827316861
827	0.2821035189
828	0.2817966525
829	0.2814249297
830	0.2811425031
831	0.2809115871
832	0.2805071166
833	0.2802103614
834	0.2795699866
835	0.2790327357
836	0.2787579996
837	0.2782944042
838	0.2777923066
839	0.2771970716
840	0.2767367688
841	0.2764779935
842	0.2759683596
843	0.2752602871
844	0.2749495623
845	0.274663694
846	0.2742617391
847	0.2737138207
848	0.2732641088
849	0.2728987104
850	0.2722894799
851	0.2717002531
852	0.2714820775
853	0.2711410531
854	0.2703996727
855	0.2699427355
856	0.2694690992
857	0.2690895179
858	0.2687586887
859	0.2684349693
860	0.2680590722
861	0.2678591091
862	0.2675313075
863	0.2671730531
864	0.2668723129
865	0.2665818298
866	0.266172421
867	0.2656389429
868	0.2652675467
869	0.2649846072
870	0.2647270045
871	0.2644821831
872	0.2641631334
873	0.2635982678
874	0.2631791087
875	0.2627439136
876	0.2622657585
877	0.2619600728
878	0.2614790573
879	0.2611338963
880	0.2608623219
881	0.2603998773
882	0.2599997901
883	0.2596416212
884	0.2593704721
885	0.259027607
886	0.258660219
887	0.2585045123
888	0.2582450886
889	0.2575445448
890	0.2573073506
891	0.2571395758
892	0.2567526934
893	0.2565553795
894	0.256141574
895	0.2558756875
896	0.2554591456
897	0.2551455419
898	0.2549352821
899	0.2544477556
900	0.2542691039
901	0.2539930973
902	0.2535575124
903	0.2533349626
904	0.2531185737
905	0.2527955765
906	0.2523446711
907	0.2519278898
908	0.2517532967
909	0.2513670422
910	0.2508260976
911	0.2504333027
912	0.2502009174
913	0.2500229404
914	0.2499128313
915	0.249482778
916	0.2489612552
917	0.248499092
918	0.2482210077
919	0.247909708
920	0.2476372406
921	0.2470164842
922	0.2465452983
923	0.2462053053
924	0.245907295
925	0.2457509787
926	0.245330079
927	0.2449660212
928	0.2446707593
929	0.2444782733
930	0.2442172156
931	0.2437787487
932	0.2436045757
933	0.2434103317
934	0.2430457845
935	0.2426163581
936	0.2421761227
937	0.2420354
938	0.2418936967
939	0.2415137839
940	0.2411508123
941	0.2405723904
942	0.2401004067
943	0.2396937279
944	0.2392852501
945	0.2391144269
946	0.2386986262
947	0.2383698632
948	0.2381222231
949	0.237890207
950	0.2373715846
951	0.2370515099
952	0.2365174595
953	0.2362740516
954	0.2359298374
955	0.2355995703
956	0.2353471979
957	0.2348817615
958	0.2346459473
959	0.2341502666
960	0.234027019
961	0.2336024551
962	0.2332512475
963	0.2328938353
964	0.2327433874
965	0.2325015604
966	0.2320392957
967	0.2317753593
968	0.2314485829
969	0.2311354569
970	0.230712131
971	0.230214017
972	0.2296896032
973	0.2293935823
974	0.2291069984
975	0.2288840771
976	0.2283974015
977	0.228011867
978	0.2278079506
979	0.227441906
980	0.2270578524
981	0.2268323775
982	0.2264829012
983	0.2261379013
984	0.2256832652
985	0.2253273145
986	0.2250521472
987	0.2249123465
988	0.2247402748
989	0.2241764964
990	0.2237762018
991	0.2237152159
992	0.2234326383
993	0.2232174643
994	0.2230357633
995	0.2227200685
996	0.2225695386
997	0.222326744
998	0.2218743387
999	0.2216706742
